,Gene/Region,GRCh38,"HI Score","TS Score",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,DAZ1,Y:23129355-23199117,"0 (No Evidence)","0 (No Evidence)",,,76.54,‐,‐,10/17/2012
G,DHX57,2:38797729-38875934,"0 (No Evidence)","0 (No Evidence)",,,46.62,0,0.68,06/28/2018
G,DIRAS3,1:68045886-68051631,"0 (No Evidence)","0 (No Evidence)",,,90.89,0,0,10/19/2011
G,DISC1,1:231626790-232041272,"0 (No Evidence)","0 (No Evidence)",,,81.6,0,0.79,03/06/2012
G,DISP1,1:222814514-223005995,"0 (No Evidence)","0 (No Evidence)",,,49.82,0,0.6,07/06/2012
G,DLGAP2,8:737628-1708476,"0 (No Evidence)","0 (No Evidence)",,,58.64,1,0.2,03/22/2012
G,DLK1,14:100726892-100738224,"0 (No Evidence)","0 (No Evidence)",,,24.61,0.03,0.71,04/28/2012
G,DLX1,2:172085507-172089674,"0 (No Evidence)","0 (No Evidence)",,,1.08,0.96,0.29,03/30/2012
G,DLX2,2:172099438-172102900,"0 (No Evidence)","0 (No Evidence)",,,19.55,0.98,0.25,01/19/2012
G,DLX5,7:97020396-97024831,"0 (No Evidence)","0 (No Evidence)",,,0.99,0.22,0.68,05/14/2012
G,DLX6,7:97005553-97011040,"0 (No Evidence)","0 (No Evidence)",,,3.97,0.92,0.38,05/14/2012
G,DMRT2,9:1003237-1057554,"0 (No Evidence)","0 (No Evidence)",,,53.86,0.01,0.76,08/22/2012
G,DMXL2,15:51447788-51622833,"0 (No Evidence)","0 (No Evidence)",,,41.6,1,0.16,04/04/2012
G,DNAJB6,7:157337004-157417439,"0 (No Evidence)","0 (No Evidence)",,,47.78,0.85,0.4,10/29/2012
G,DNASE1,16:3611737-3665472,"0 (No Evidence)","0 (No Evidence)",,,65.82,0,1.95,02/22/2012
G,DRD5,4:9781634-9784009,"0 (No Evidence)","0 (No Evidence)",,,48.72,0,1.94,05/15/2012
G,DSPP,4:87608529-87616873,"0 (No Evidence)","0 (No Evidence)",,,61.42,0,1.17,03/27/2013
G,EGR2,10:62811996-62819167,"0 (No Evidence)","0 (No Evidence)",,,6.85,0.5,0.6,11/28/2011
G,ELK1,X:47635520-47650604,"0 (No Evidence)","0 (No Evidence)",,,43.41,0.94,0.34,09/26/2012
G,ELOA3P,,"0 (No Evidence)","0 (No Evidence)",,,98.17,0,0,02/22/2012
G,EN2,7:155458129-155464831,"0 (No Evidence)","0 (No Evidence)",,,23.56,0.63,0.63,08/26/2012
G,EVX2,2:176080107-176083962,"0 (No Evidence)","0 (No Evidence)",,,19.69,0.4,0.68,04/04/2012
G,FBXW11,5:171861549-172006638,"0 (No Evidence)","1 (Little Evidence)",,,10.37,0.98,0.31,12/07/2011
G,FBXW4,10:101610664-101695295,"0 (No Evidence)","0 (No Evidence)",,,16.23,0,0.72,10/08/2014
G,FGF12,3:192139390-192727541,"0 (No Evidence)","1 (Little Evidence)",,,3.96,0.62,0.54,12/01/2021
G,FGFR3,4:1793293-1808872,"0 (No Evidence)","0 (No Evidence)",,,6.4,0,0.6,11/09/2011
G,FGFRL1,4:1009930-1026898,"0 (No Evidence)","0 (No Evidence)",,,61.34,0.01,0.73,08/01/2013
G,FHIT,3:59747277-61251452,"0 (No Evidence)","0 (No Evidence)",,,0.43,0.01,1.45,10/24/2018
G,FLNB,3:58008422-58172251,"0 (No Evidence)","0 (No Evidence)",,,12.25,0,0.44,07/25/2013
G,FOXE3,1:47416285-47418052,"0 (No Evidence)","0 (No Evidence)",,,68.36,0.18,1.61,12/13/2017
G,FREM1,9:14734666-14911653,"0 (No Evidence)","0 (No Evidence)",,,26.81,0,1.12,06/06/2013
G,FTL,19:48963941-48966879,"0 (No Evidence)","0 (No Evidence)",,,16.73,0,1.95,08/22/2013
G,GABRB3,15:26543552-26773763,"0 (No Evidence)","0 (No Evidence)",,,8.38,0.95,0.34,04/25/2012
G,GALR1,18:77249848-77277900,"0 (No Evidence)","0 (No Evidence)",,,59.63,0,1.35,07/06/2012
G,GATA1,X:48786540-48794311,"0 (No Evidence)","0 (No Evidence)",,,45.59,0.95,0.32,10/14/2020
G,GDF2,10:47322454-47327588,"0 (No Evidence)","0 (No Evidence)",,,35.53,0,0.98,10/13/2016
G,GJA1,6:121435646-121449727,"0 (No Evidence)","0 (No Evidence)",,,1.17,0.16,0.62,11/20/2013
G,GJB6,13:20221962-20232319,"0 (No Evidence)","0 (No Evidence)",,,21.27,0,1.74,01/30/2014
G,GNAI3,1:109548615-109600195,"0 (No Evidence)","0 (No Evidence)",,,5.51,0.04,0.61,07/18/2013
G,GOLGA2P2Y,,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,08/22/2012
G,GPC5,13:91398621-92867237,"0 (No Evidence)","0 (No Evidence)",,,10.35,0,1.08,03/09/2012
G,GPR148,2:130729070-130730336,"0 (No Evidence)","0 (No Evidence)",,,87.6,0,1.84,04/05/2018
G,GRB10,7:50590068-50793453,"0 (No Evidence)","0 (No Evidence)",,,6.48,0.94,0.34,03/23/2012
G,GREM1,15:32718004-32745106,"0 (No Evidence)","0 (No Evidence)",,,2.63,0.47,0.82,08/20/2020
G,GRID1,10:85599552-86366795,"0 (No Evidence)","0 (No Evidence)",,,13.06,1,0.24,12/21/2011
G,GTF2I,7:74657718-74760692,"0 (No Evidence)","0 (No Evidence)",,,33.5,1,0.27,08/08/2012
G,GTF2IRD1,7:74453906-74603070,"0 (No Evidence)","0 (No Evidence)",,,47.51,0.9,0.33,10/10/2012
G,GTF2IRD2,7:74796144-74851576,"0 (No Evidence)","0 (No Evidence)",,,85.33,0,1.17,12/04/2013
G,GUCY2C,12:14612632-14696625,"0 (No Evidence)","0 (No Evidence)",,,27.06,0,1.08,09/18/2013
G,H19,11:1995176-2001466,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,03/22/2012
G,HIRA,22:19330698-19431733,"0 (No Evidence)","0 (No Evidence)",,,19.48,1,0.14,08/28/2012
G,HOXD9,2:176122719-176124937,"0 (No Evidence)","0 (No Evidence)",,,2.67,0.02,1.07,02/22/2012
G,HRAS,11:532242-535576,"0 (No Evidence)","0 (No Evidence)",,,0.08,0.08,0.93,10/15/2015
G,HSD17B10,X:53431258-53434376,"0 (No Evidence)","0 (No Evidence)",,,21.63,0.94,0.34,09/06/2012
G,HUWE1,X:53532096-53686723,"0 (No Evidence)","0 (No Evidence)",,,10.58,1,0.06,09/26/2018
G,HYMAI,6:144004916-144008730,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,09/06/2012
G,IGF2,11:2129112-2149603,"0 (No Evidence)","0 (No Evidence)",,,79.01,0.04,1.13,03/22/2012
G,IGF2R,6:159969082-160111504,"0 (No Evidence)","0 (No Evidence)",,,53.96,1,0.21,06/07/2012
G,IMPA1,8:81656914-81686325,"0 (No Evidence)","0 (No Evidence)",,,39.68,0,0.88,02/08/2012
G,INS,11:2159779-2161209,"0 (No Evidence)","0 (No Evidence)",,,80.96,0.3,1.17,03/22/2012
G,ITGB3,17:47253827-47313743,"0 (No Evidence)","0 (No Evidence)",,,35.78,0,0.52,08/27/2012
G,JARID2,6:15245975-15522042,"0 (No Evidence)","0 (No Evidence)",,,12.14,1,0.19,11/07/2013
G,KANK1,9:470295-746104,"0 (No Evidence)","0 (No Evidence)",,,49.74,0,0.95,04/28/2016
G,KCNK9,8:139600838-139703135,"0 (No Evidence)","0 (No Evidence)",,,43.67,0.96,0.31,02/29/2012
G,KIF1A,2:240713767-240821403,"0 (No Evidence)","0 (No Evidence)",,,50.62,1,0.14,08/08/2013
G,KLF14,7:130730697-130734207,"0 (No Evidence)","0 (No Evidence)",,,82.59,0.02,1.59,04/28/2012
G,KLF8,X:55908123-56291531,"0 (No Evidence)","0 (No Evidence)",,,60.52,0,1.31,10/12/2012
G,KRAS,12:25205246-25250929,"0 (No Evidence)","0 (No Evidence)",,,0.47,0,1.24,10/08/2015
G,L3MBTL1,20:43507697-43550954,"0 (No Evidence)","0 (No Evidence)",,,47.47,0,0.78,08/29/2012
G,LBX1,10:101226976-101228960,"0 (No Evidence)","0 (No Evidence)",,,1.88,0.68,0.59,08/21/2014
G,LETM1,4:1811479-1856156,"0 (No Evidence)","0 (No Evidence)",,,63.78,0,0.74,02/03/2012
G,LIMK1,7:74083804-74122525,"0 (No Evidence)","0 (No Evidence)",,,19.66,1,0.23,08/22/2012
G,LITAF,16:11547722-11636377,"0 (No Evidence)","0 (No Evidence)",,,51.7,0.03,1.28,10/21/2016
G,LMNB1,5:126776623-126837020,"0 (No Evidence)","3 (Sufficient Evidence)",,,11.52,0.55,0.41,07/06/2012
G,LSS,21:46188446-46228774,"0 (No Evidence)","0 (No Evidence)",,,24.39,0,0.6,09/06/2012
G,MAFB,20:40685848-40689236,"0 (No Evidence)","0 (No Evidence)",,,5.59,0.9,0.4,05/21/2015
G,MAP2K1,15:66386912-66491544,"0 (No Evidence)","0 (No Evidence)",,,5.71,0.9,0.38,10/13/2015
G,MAP3K1,5:56815543-56896152,"0 (No Evidence)","0 (No Evidence)",,,13.53,1,0.21,08/22/2013
G,MAPT,17:45894538-46028334,"0 (No Evidence)","0 (No Evidence)",,,2.65,0.01,0.57,05/08/2012
G,MATN3,2:19992052-20012668,"0 (No Evidence)","0 (No Evidence)",,,62.15,0,1.25,03/12/2014
G,MED12,X:71118596-71142450,"0 (No Evidence)","0 (No Evidence)",,,6.34,1,0.07,08/22/2018
G,MEFV,16:3242027-3256776,"0 (No Evidence)","0 (No Evidence)",,,81.61,0,1.13,08/16/2018
G,MEST,7:130486175-130506465,"0 (No Evidence)","0 (No Evidence)",,,7.94,0.4,0.47,04/04/2012
G,MET,7:116672196-116798386,"0 (No Evidence)","0 (No Evidence)",,,1.18,0.97,0.31,09/06/2012
G,MFHAS1,8:8783354-8893630,"0 (No Evidence)","0 (No Evidence)",,,42.49,0,0.82,02/08/2012
G,MFN2,1:11980215-12013508,"0 (No Evidence)","0 (No Evidence)",,,12.08,0.99,0.28,02/02/2017
G,MID2,X:107825735-107931637,"0 (No Evidence)","0 (No Evidence)",,,9.45,0.18,0.5,07/25/2012
G,MKRN3,15:23565674-23568044,"0 (No Evidence)","0 (No Evidence)",,,87.91,0.28,0.63,04/25/2012
G,MOV10,1:112674312-112702377,"0 (No Evidence)","0 (No Evidence)",,,45.41,0.81,0.34,03/12/2019
G,MYH11,16:15703135-15857032,"0 (No Evidence)","0 (No Evidence)",,,7.87,0.77,0.31,11/12/2015
G,MYH7,14:23412740-23435677,"0 (No Evidence)","0 (No Evidence)",,,14.41,0,0.58,11/16/2015
G,MYL3,3:46857872-46863444,"0 (No Evidence)","0 (No Evidence)",,,48.58,0.09,0.9,11/18/2015
G,NAALADL2,3:174438534-175810548,"0 (No Evidence)","0 (No Evidence)",,,9.95,0,0.71,01/07/2016
G,NDN,15:23685400-23687305,"0 (No Evidence)","0 (No Evidence)",,,32.94,0.67,0.6,04/27/2012
G,NDUFA1,X:119871832-119876662,"0 (No Evidence)","0 (No Evidence)",,,60.85,0.55,1.18,07/25/2012
G,NEBL,10:20779973-21293050,"0 (No Evidence)","0 (No Evidence)",,,21.79,0,1.86,12/21/2011
G,NEFL,8:24950955-24956612,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,09/17/2018
G,NELFA,4:1982717-2041914,"0 (No Evidence)","0 (No Evidence)",,,62.86,0.13,0.51,09/06/2012
G,NIPA1,15:22786225-22829789,"0 (No Evidence)","0 (No Evidence)",,,22,0.01,1.04,04/04/2012
G,NIPA2,15:22838641-22868384,"0 (No Evidence)","0 (No Evidence)",,,33.48,0.92,0.38,04/04/2012
G,NLGN1,3:173395929-174294372,"0 (No Evidence)","0 (No Evidence)",,,1.37,0.85,0.37,03/25/2016
G,NLGN3,X:71144389-71175307,"0 (No Evidence)","0 (No Evidence)",,,10.65,0.98,0.31,07/25/2012
G,NNAT,20:37521250-37523690,"0 (No Evidence)","0 (No Evidence)",,,21.87,0.4,0.94,04/28/2012
G,NOTCH2,1:119911553-120069662,"0 (No Evidence)","0 (No Evidence)",,,3.21,1,0.12,07/17/2014
G,NPTX2,7:98617285-98629869,"0 (No Evidence)","0 (No Evidence)",,,40.45,0.03,0.73,10/10/2012
G,NR2F1,5:93583222-93594613,"0 (No Evidence)","0 (No Evidence)",,,2.69,0.99,0.19,03/12/2015
G,NR2F2,15:96326046-96340263,"0 (No Evidence)","0 (No Evidence)",,,5.61,0.99,0.22,07/10/2012
G,NRG3,10:81875190-82989979,"0 (No Evidence)","0 (No Evidence)",,,10.48,0.11,0.46,12/21/2011
G,NTAN1,16:15037853-15056074,"0 (No Evidence)","0 (No Evidence)",,,40.72,0,1.1,09/17/2018
G,OR5AU1,14:21154865-21156063,"0 (No Evidence)","0 (No Evidence)",,,78.44,0,1.89,03/11/2015
G,OSBPL5,11:3087107-3165310,"0 (No Evidence)","0 (No Evidence)",,,75.98,0,0.56,09/06/2012
G,OTUD7A,15:31475398-31870673,"0 (No Evidence)","0 (No Evidence)",,,56.07,0.95,0.33,04/27/2018
G,PACS1,11:66070272-66244744,"0 (No Evidence)","0 (No Evidence)",,,38.02,1,0.19,12/14/2021
G,PCDH9,13:66302834-67230336,"0 (No Evidence)","0 (No Evidence)",,,0.79,0.81,0.37,06/08/2012
G,PDE4D,5:58969038-60524329,"0 (No Evidence)","0 (No Evidence)",,,4.24,1,0.21,02/02/2018
G,PEG10,7:94656325-94669695,"0 (No Evidence)","0 (No Evidence)",,,24.78,0.87,0.43,08/22/2012
G,PEG3,19:56810082-56840726,"0 (No Evidence)","0 (No Evidence)",,,77.96,0,0.51,05/17/2012
G,PHLDA2,11:2928273-2929420,"0 (No Evidence)","0 (No Evidence)",,,63.76,0.15,1.73,03/22/2012
G,PIK3CA,3:179148114-179240093,"0 (No Evidence)","0 (No Evidence)",,,0.26,1,0.12,03/12/2015
G,PIK3R2,19:18153163-18170532,"0 (No Evidence)","0 (No Evidence)",,,48.46,0.02,0.49,06/25/2015
G,PITPNA,17:1517718-1562803,"0 (No Evidence)","0 (No Evidence)",,,9.09,0.97,0.33,06/07/2012
G,PITX3,10:102230189-102241512,"0 (No Evidence)","0 (No Evidence)",,,6.41,0.81,0.48,11/06/2013
G,PLAGL1,6:143940300-144064599,"0 (No Evidence)","0 (No Evidence)",,,60.44,0.98,0.26,08/27/2012
G,POLL,10:101578882-101588319,"0 (No Evidence)","0 (No Evidence)",,,20.37,0,1.06,12/21/2011
G,PPP1R9A,7:94907202-95296415,"0 (No Evidence)","0 (No Evidence)",,,36.02,0,0.48,04/04/2012
G,PRDM6,5:123089148-123194266,"0 (No Evidence)","0 (No Evidence)",,,13.65,0.61,0.42,12/14/2017
G,PRKAG2,7:151556124-151877115,"0 (No Evidence)","0 (No Evidence)",,,27.16,1,0.26,11/05/2015
G,PRSS1,7:142740235-142753076,"0 (No Evidence)","0 (No Evidence)",,,78.46,0,1.86,10/29/2012
G,PSD3,8:18527303-19086909,"0 (No Evidence)","0 (No Evidence)",,,45.05,0.01,0.45,12/07/2016
G,RAF1,3:12583601-12664117,"0 (No Evidence)","0 (No Evidence)",,,14.17,0.85,0.35,09/13/2018
G,RCAN1,21:34516442-34615123,"0 (No Evidence)","0 (No Evidence)",,,38.75,0.02,1.07,04/27/2012
G,RNF135,17:30968642-30999911,"0 (No Evidence)","0 (No Evidence)",,,90.13,0,1.44,09/22/2021
G,ROBO1,3:78597239-79767998,"0 (No Evidence)","0 (No Evidence)",,,3.33,0,0.6,09/25/2018
G,ROR2,9:91722598-91950228,"0 (No Evidence)","0 (No Evidence)",,,53.78,0,0.56,03/27/2013
G,RPL10,X:154398065-154402339,"0 (No Evidence)","0 (No Evidence)",,,36.48,0.91,0.39,10/24/2018
G,RXFP2,13:31739526-31803389,"0 (No Evidence)","0 (No Evidence)",,,32.97,0,1,07/06/2012
G,RYR1,19:38433691-38587564,"0 (No Evidence)","0 (No Evidence)",,,15.43,0,0.46,11/12/2015
G,RYR2,1:237042184-237833988,"0 (No Evidence)","0 (No Evidence)",,,14.03,1,0.25,11/06/2015
G,SCARB2,4:76158737-76213824,"0 (No Evidence)","0 (No Evidence)",,,24.43,0,0.72,07/06/2012
G,SCN1B,19:35030470-35040449,"0 (No Evidence)","0 (No Evidence)",,,48.18,0.1,1.27,09/04/2019
G,SCN8A,12:51591233-51812864,"0 (No Evidence)","0 (No Evidence)",,,5.53,1,0.13,04/11/2013
G,SEM1,7:96481626-96709846,"0 (No Evidence)","0 (No Evidence)",,,7.71,0.02,1.53,05/14/2012
G,SHOC2,10:110919370-111013665,"0 (No Evidence)","0 (No Evidence)",,,5.7,1,0.14,09/25/2018
G,SHROOM4,X:50575534-50814194,"0 (No Evidence)","0 (No Evidence)",,,44.15,1,0.23,10/10/2012
G,SIX1,14:60643421-60649489,"0 (No Evidence)","0 (No Evidence)",,,1.35,0.65,0.52,03/22/2012
G,SIX4,14:60709539-60724351,"0 (No Evidence)","0 (No Evidence)",,,18.53,0.69,0.43,05/08/2012
G,SIX6,14:60509146-60512850,"0 (No Evidence)","0 (No Evidence)",,,5.88,0.52,0.6,03/22/2012
G,SKI,1:2228319-2310213,"0 (No Evidence)","0 (No Evidence)",,,34.04,1,0.19,01/06/2012
G,SLC22A18,11:2899691-2925246,"0 (No Evidence)","0 (No Evidence)",,,68.74,0,1.16,03/22/2012
G,SLC25A12,2:171783405-171894244,"0 (No Evidence)","0 (No Evidence)",,,9.53,0.22,0.42,01/19/2012
G,SLC38A5,X:48458544-48470260,"0 (No Evidence)","0 (No Evidence)",,,59.25,0.98,0.3,09/26/2012
G,SLC6A4,17:30194319-30235697,"0 (No Evidence)","0 (No Evidence)",,,4.68,0.25,0.43,05/11/2012
G,SMAD2,18:47808957-47931188,"0 (No Evidence)","0 (No Evidence)",,,0.33,1,0.26,06/29/2018
G,SMARCA2,9:2015347-2193624,"0 (No Evidence)","0 (No Evidence)",,,1.61,1,0.2,03/27/2013
G,SNORD107,15:24981994-24982068,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,04/25/2012
G,SNORD108,15:24986925-24986993,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,07/06/2012
G,SNORD109B,15:25278343-25278409,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,04/28/2012
G,SNORD64,15:24985100-24985166,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,07/06/2012
G,SNORD8,14:21397293-21397401,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,03/11/2015
G,SNORD9,14:21392151-21392253,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,03/11/2015
G,SNRPN,15:24823637-24978723,"0 (No Evidence)","0 (No Evidence)",,,73,0.04,0.83,10/26/2012
G,SOS1,2:38981549-39124868,"0 (No Evidence)","0 (No Evidence)",,,4.03,1,0.14,03/30/2012
G,SOX6,11:15966449-16738477,"0 (No Evidence)","0 (No Evidence)",,,0.59,1,0.22,03/22/2012
G,SOX8,16:981770-986979,"0 (No Evidence)","0 (No Evidence)",,,50.08,0.67,0.51,02/22/2012
G,SPP2,2:234050667-234077134,"0 (No Evidence)","0 (No Evidence)",,,87.97,0,1.89,02/27/2019
G,SRPX2,X:100644199-100675788,"0 (No Evidence)","0 (No Evidence)",,,16.71,0.05,0.54,07/25/2012
G,STAT1,2:190968989-191014197,"0 (No Evidence)","0 (No Evidence)",,,1.02,1,0.19,09/18/2013
G,SUPT16H,14:21351472-21384019,"0 (No Evidence)","0 (No Evidence)",,,22.56,1,0.12,05/09/2012
G,SUZ12,17:31937007-32001040,"0 (No Evidence)","0 (No Evidence)",,,3.13,1,0.13,07/06/2012
G,TARDBP,1:11012654-11030528,"0 (No Evidence)","0 (No Evidence)",,,12.94,0.99,0.28,09/25/2018
G,TBC1D5,3:17157162-17742739,"0 (No Evidence)","0 (No Evidence)",,,5.84,0,0.97,10/30/2015
G,THRA,17:40062193-40093867,"0 (No Evidence)","0 (No Evidence)",,,3.21,0.33,0.45,08/22/2013
G,TLX3,5:171309248-171312139,"0 (No Evidence)","0 (No Evidence)",,,16.47,0.26,0.82,09/25/2018
G,TMEM135,11:87037934-87328824,"0 (No Evidence)","0 (No Evidence)",,,17.19,0.78,0.39,11/02/2015
G,TMEM43,3:14125006-14143680,"0 (No Evidence)","0 (No Evidence)",,,43,0,1.28,11/08/2015
G,TNNT2,1:201359014-201377828,"0 (No Evidence)","0 (No Evidence)",,,56.44,0,0.64,11/16/2015
G,TP73,1:3652516-3736201,"0 (No Evidence)","0 (No Evidence)",,,25.95,1,0.26,07/06/2012
G,TPM1,15:63042698-63071915,"0 (No Evidence)","0 (No Evidence)",,,1.5,0,0.78,11/09/2015
G,TRAPPC10,21:44012309-44106552,"0 (No Evidence)","0 (No Evidence)",,,47.8,1,0.2,09/06/2012
G,TUBA1A,12:49184795-49189080,"0 (No Evidence)","0 (No Evidence)",,,4.83,0.97,0.32,04/14/2016
G,TUBB3,16:89921925-89936097,"0 (No Evidence)","0 (No Evidence)",,,61.93,0,1.11,08/30/2017
G,TUBB4A,19:6494319-6502848,"0 (No Evidence)","0 (No Evidence)",,,42.56,0.11,0.67,11/19/2014
G,UPF2,10:11920022-12043170,"0 (No Evidence)","0 (No Evidence)",,,12.07,1,0.1,02/13/2019
G,VAMP7,Y:57067838-57130289,"0 (No Evidence)","0 (No Evidence)",,,56.22,0.01,0.86,09/06/2012
G,VCX3A,X:6533618-6535118,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,94.12,0.31,1.87,10/12/2012
G,VPS26C,21:37223420-37268108,"0 (No Evidence)","0 (No Evidence)",,,53.11,0,1.06,04/25/2012
G,WFS1,4:6260368-6303265,"0 (No Evidence)","0 (No Evidence)",,,33.79,0,1.93,02/08/2012
G,YWHAE,17:1344275-1400229,"0 (No Evidence)","0 (No Evidence)",,,1.8,0.98,0.24,06/19/2014
G,ZDHHC15,X:75368427-75523259,"0 (No Evidence)","0 (No Evidence)",,,20.85,0.84,0.43,07/25/2012
G,ZIC1,3:147409365-147416719,"0 (No Evidence)","0 (No Evidence)",,,7.94,0.93,0.36,07/19/2021
G,ZIC4,3:147386046-147407476,"0 (No Evidence)","0 (No Evidence)",,,12.76,0,0.87,08/25/2021
G,ZIM2,19:56774547-56840726,"0 (No Evidence)","0 (No Evidence)",,,88.9,0,0.84,05/17/2012
G,ZMYM3,X:71239624-71255197,"0 (No Evidence)","0 (No Evidence)",,,26.32,1,0.11,07/25/2012
G,ZNF264,19:57191500-57222846,"0 (No Evidence)","0 (No Evidence)",,,88.53,0,0.99,05/10/2012
G,ZNF407,18:74590475-75065671,"0 (No Evidence)","0 (No Evidence)",,,53.21,1,0.09,07/11/2012
G,ZNF592,15:84748556-84806445,"0 (No Evidence)","0 (No Evidence)",,,48.68,1,0.13,10/14/2021
G,ZNF81,X:47836902-47925627,"0 (No Evidence)","0 (No Evidence)",,,71.33,0.55,0.51,10/29/2012
R,"Xp21.2 region (includes NR0B1)","X:30176883 -30336883","0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,07/22/2020
R,"Xp11.22 region (includes HUWE1)","X:53334251 -53766556","0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,11/20/2018
R,"Xp11.22p11.23 recurrent region (includes SHROOM4)","X: 48447780-52444264","0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,12/14/2017
R,"15q13 recurrent region (BP3-BP4) (includes APBA2)",15:28916886-30076787,"0 (No Evidence)","0 (No Evidence)",,,‐,‐,‐,03/09/2020
R,"3 copies: 15q telomere",15:101621277-101981189,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,11/26/2013
R,"7q36.3 ZRS (SHH cis-regulatory) duplication region (within LMBR1 intron 5)",7:156791102-156791874,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,02/15/2018
R,"Xq28 recurrent region (includes GDI1)",X:154396223-154555683,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,05/26/2016
R,"22q11.21 recurrent (Cat eye syndrome) region (includes CECR2)",22:16912063-18109094,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,02/27/2014
R,"Xq28 region (includes MECP2)","X:154008529 -154110279","0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,02/22/2021
R,"13q12.12 recurrent region (includes SACS, SGCG)",13:22970443-24307222,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,04/26/2021
R,"Xq28 population region (DGV_Gold_Standard_June_2021_gssvG41365)",X:154144372-154195156,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xq24 population region (DGV_Gold_Standard_June_2021_gssvG41158)",X:120872658-120990043,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"22q11.23 population region (DGV_Gold_Standard_June_2021_gssvG24415)",22:25307292-25389268,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"12p11.2 population region (DGV_Gold_Standard_June_2021_gssvG23340)",21:10807602-11085101,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Yq11.223 population region (gnomAD-SV_v2.1_DUP_Y_55057)",Y:21878052-21923853,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Yq11.223 population region (gnomAD-SV_v2.1_DUP_Y_55049)",Y:21495113-21551414,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53157)",X:49574396-49592297,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53155)",X:49564396-49578797,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53151)",X:49528396-49554047,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53149)",X:49331318-49342419,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"19q13.42 population region (DGV_Gold_Standard_June_2021_gssvG19479)",19:55769264-55778196,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/04/2021
R,"18q21.1 population region (DGV_Gold_Standard_June_2021_gssvG17872)",18:46962327-46978121,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/04/2021
R,"18p11.21 population region (DGV_Gold_Standard_June_2021_gssvG17388)",18:14432554-14565139,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvG16538)",17:41375466-41383480,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/04/2021
R,"17q12 population region (DGV_Gold_Standard_June_2021_gssvG16427)",17:36175580-36196832,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16095)",17:18456500-18473362,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/04/2021
